Company,Type,City,State / Province,Country
Uppercut Games, Developer and Publisher,Canberra,Australian Capital Territory,Australia
VR Bits, Developer,Canberra,Australian Capital Territory,Australia
Aristocrat Leisure Limited, Developer,Brookvale,New South Wales,Australia
Aristocrat Leisure Limited, Developer,North Ryde,New South Wales,Australia
Blizzard Entertainment, Developer,Sydney,New South Wales,Australia
Blowfish Studios, Developer,North Sydney,New South Wales,Australia
Blue Manchu, Mobile,Surry Hills,New South Wales,Australia
Broken Arms Games, Mobile,Miranda,New South Wales,Australia
Bubble Gum Interactive, Mobile,Sydney,New South Wales,Australia
CheckPoint, Organization,Sydney,New South Wales,Australia
EA Sydney (Electronic Arts), Publisher,Sydney,New South Wales,Australia
Epiphany Games, Developer,Sydney,New South Wales,Australia
Featherweight Games, Mobile,Sydney,New South Wales,Australia
Flat Earth Games, Developer,Sydney,New South Wales,Australia
Flux, Developer,Sydney,New South Wales,Australia
Fortafy Games, Developer and Publisher,Sydney,New South Wales,Australia
Gameloft, Mobile,Sydney,New South Wales,Australia
Gritfish, Developer,Sydney,New South Wales,Australia
Hojo Studio, Mobile,Sydney,New South Wales,Australia
igda Sydney Chapter, Organization,Sydney,New South Wales,Australia
Konami Australia, Publisher,Botany,New South Wales,Australia
Mode Games, Developer,Sydney,New South Wales,Australia
Neostream, Developer,Ryde,New South Wales,Australia
Nnooo, Developer,Sydney,New South Wales,Australia
No Moss Studios, Developer,Surry Hills,New South Wales,Australia
Noodum, Mobile,Sydney,New South Wales,Australia
Riot Games, Online,Sydney,New South Wales,Australia
Sega Australia, Publisher,Sydney,New South Wales,Australia
Shadowplay Studios, Developer,Sydney,New South Wales,Australia
SMG Studio, Developer,Ultimo,New South Wales,Australia
Stick Sports, Mobile,Sydney,New South Wales,Australia
Sweaty Chair, Mobile,Parramatta,New South Wales,Australia
Take 2 Interactive Australia, Publisher,Hornsby,New South Wales,Australia
Wargaming CTG Sydney (Bigworld), Online,Sydney,New South Wales,Australia
Avix Games, Developer,La Plata,Buenos Aires,Argentina
Bacus Studios, Developer,Mendoza,Mendoza,Argentina
Beavl, Mobile,Buenos Aires,Buenos Aires,Argentina
Bits Rule Games, Developer,Buenos Aires,Buenos Aires,Argentina
Blyts, Developer,Buenos Aires,Buenos Aires,Argentina
Chimango Games, Mobile,Rafaela,Santa Fe,Argentina
Coffee Powered Machine, Developer,Buenos Aires,Buenos Aires,Argentina
Etermax, Mobile,Buenos Aires,Buenos Aires,Argentina
Game Ever Studio, Developer,Buenos Aires,Buenos Aires,Argentina
Gameloft, Mobile,Buenos Aires,Buenos Aires,Argentina
HopFrog, Developer,Sunchales,Santa Fe,Argentina
igda Argentina Chapter, Organization,Buenos Aires,Buenos Aires,Argentina
Inca Games, Publisher,Buenos Aires,Buenos Aires,Argentina
Jam City, Mobile,Buenos Aires,Buenos Aires,Argentina
Jupitron, Developer,Buenos Aires,Buenos Aires,Argentina
LemonChili, Mobile,Buenos Aires,Buenos Aires,Argentina
Matías Schmied, Developer,La Plata,Buenos Aires,Argentina
NGD Studios, Developer,Buenos Aires,Buenos Aires,Argentina
Nimble Giant Entertainment, Developer,Buenos Aires,Buenos Aires,Argentina
Nonsense Arts, Developer,Mendoza,Mendoza,Argentina
Okam Studio, Developer,Buenos Aires,Buenos Aires,Argentina
OneEyeAnt, Mobile,Rosario,Santa Fe,Argentina
OPQAM, Developer,Buenos Aires,Buenos Aires,Argentina
QB9, Developer,Buenos Aires,Buenos Aires,Argentina
Red Katana, Mobile,Buenos Aires,Buenos Aires,Argentina
Sandstorm Interactive, Mobile,Buenos Aires,Buenos Aires,Argentina
Shoor Games , Developer,La Plata,Buenos Aires,Argentina
Team Güazú, Developer,La Plata,Buenos Aires,Argentina
Trick Gaming Studios, Developer,Buenos Aires,Buenos Aires,Argentina
Wildlife Studios, Mobile,Buenos Aires,Buenos Aires,Argentina
37 Games, Online,Guangzhou,Guangdong,China
37 Games, Online,Hong Kong,Hong Kong,China
6waves, Online,Hong Kong,Hong Kong,China
Alife Studios, Mobile,Hong Kong,Hong Kong,China
Another Indie Studio, Publisher,Hong Kong,Hong Kong,China
Bandai Asia, Publisher,Hong Kong,Hong Kong,China
Blue Torch Soft, Developer,Shenzhen,Guangdong,China
Camex Games, Mobile,Hong Kong,Hong Kong,China
Dongguan DarkWave Information Technology, Online,Dongguan,Guangdong,China
Fight4Dream, Mobile,Hong Kong,Hong Kong,China
Forgame Tech, Online,Guangzhou,Guangdong,China
Gameloft, Mobile,Hong Kong,Hong Kong,China
GigaMedia, Developer and Publisher,Hong Kong,Hong Kong,China
Glu Mobile, Mobile,Hong Kong,Hong Kong,China
Gorilla Systems Corporation, Developer,Hong Kong,Hong Kong,China
Konami Digital Entertainment, Publisher,Hong Kong,Hong Kong,China
Magic Leap, Virtual Reality,Hong Kong,Hong Kong,China
Motekforce Link, Health,Hong Kong,Hong Kong,China
NetEase Games, Mobile,Guangzhou,Guangdong,China
New Era Interactive Software, Publisher,Hong Kong,Hong Kong,China
Oasis Games, Publisher,Hong Kong,Hong Kong,China
PlayLab, Mobile,Hong Kong,Hong Kong,China
PLAYSTUDIOS, Developer,Hong Kong,Hong Kong,China
Riot Games, Online,Hong Kong,Hong Kong,China
Sandbox VR, Virtual Reality,Hong Kong,Hong Kong,China
Shenzhen Funland Technology Company, Developer,Shenzhen,Guangdong,China
Skyrocket, Online,Hong Kong,Hong Kong,China
VALOFE Hong Kong, Online,Hong Kong,Hong Kong,China
Konami Digital Entertainment, Developer,Sapporo,Hokkaido,Japan
SmileBoom, Developer,Sapporo,Hokkaido,Japan
17-Bit, Developer,Kyoto,Kyoto,Japan
Access Games, Developer,Osaka,Osaka,Japan
Active Gaming Media, Developer,Osaka,Osaka,Japan
Capcom, Developer and Publisher,Osaka,Osaka,Japan
Comcept, Developer,Osaka,Osaka,Japan
Dangen Entertainment, Publisher,Osaka,Osaka,Japan
DeNA Osaka, Online,Osaka,Osaka,Japan
Desk Works, Developer,Osaka,Osaka,Japan
Dimps, Developer,Osaka,Osaka,Japan
Donuts, Mobile,Kyoto,Kyoto,Japan
Good-Feel, Developer,Kobe,Hyogo,Japan
Happy Elements, Online,Kyoto,Kyoto,Japan
Hit-Point, Developer,Kyoto,Kyoto,Japan
Indigo Game Studios (COLOPL), Mobile,Osaka,Osaka,Japan
Intelligent Systems, Developer,Kyoto,Kyoto,Japan
IREM Software Engineering, Developer,Osaka,Osaka,Japan
Jupiter Corporation, Developer,Kyoto,Kyoto,Japan
KLab, Mobile,Okayama,Chugoku,Japan
KLab, Developer,Osaka,Osaka,Japan
Monolith Soft, Developer,Kyoto,Kyoto,Japan
Nintendo, Developer and Publisher,Kyoto,Kyoto,Japan
Nippon Ichi Software, Developer and Publisher,Gifu,Gifu,Japan
Nippon Ichi Software Co, Developer,Gifu,Gifu,Japan
Now Production, Developer,Osaka,Osaka,Japan
Platinum Games, Developer,Osaka,Osaka,Japan
Playism Games, Developer and Publisher,Osaka,Osaka,Japan
Q-Games, Developer,Kyoto,Kyoto,Japan
Robinson Technologies, Developer,Hiroshima,Hiroshima,Japan
Skeleton Crew Studio, Developer,Kyoto,Kyoto,Japan
Skeleton Crew Studio, Developer,Kyoto,Kyoto,Japan
Skipmore, Developer,Osaka,Osaka,Japan
SNK Playmore Corporation, Publisher,Osaka,Osaka,Japan
Spike Chunsoft, Developer and Publisher,Nagoya,Chubu,Japan
Tose, Developer,Kyoto,Kyoto,Japan
Ubisoft, Developer and Publisher,Osaka,Osaka,Japan
Vanillaware, Developer,Osaka,Osaka,Japan
White Owls, Developer,Osaka,Osaka,Japan
Yukes Co, Developer,Osaka,Osaka,Japan
Alfa System, Developer,Kumamoto,Kyushu,Japan
CyberConnect2, Developer,Fukuoka,Fukuoka,Japan
gumi, Online,Fukuoka,Fukuoka,Japan
KLab, Developer,Fukuoka,Fukuoka,Japan
Level 5, Developer,Fukuoka,Fukuoka,Japan
Level-5, Developer,Fukuoka,Fukuoka,Japan
Beyond Games, Mobile,Johannesburg,Gauteng,South Africa
Celestial Games, Developer,Johannesburg,Gauteng,South Africa
Gameloft, Mobile,Johannesburg,Gauteng,South Africa
I-Imagine Interactive, Developer,Johannesburg,Gauteng,South Africa
Nyamakop, Developer,Johannesburg,Gauteng,South Africa
Rogue Moon Studio, Developer,Durban,KwaZulu-Natal,South Africa
The Brotherhood, Developer,Johannesburg,Gauteng,South Africa
Divisi0n Games, Developer,Tangier,Tangier,Morocco
Funsoft, Developer,Casablanca,Grand Casablanca,Morocco
Moroccan Game Developers, Organization,Casablanca,Grand Casablanca,Morocco
Rym Games, Developer,Casablanca,Grand Casablanca,Morocco
Atomic Games, Developer,Raleigh,North Carolina,United States
BitMonster, Mobile,Cary,North Carolina,United States
Catch and Release, Developer,Greensboro,North Carolina,United States
Downpour Interactive, Virtual Reality,Raleigh,North Carolina,United States
Drastic Games, Developer,Raleigh,North Carolina,United States
Elephant Mouse, Mobile,Durham,North Carolina,United States
Epic Games, Developer and Publisher,Cary,North Carolina,United States
Funcom NC, Developer and Publisher,Research Triangle Park,North Carolina,United States
Happy Ninja Games, Developer,Raleigh,North Carolina,United States
Health Impact Studio, Health,Chapel Hill,North Carolina,United States
igda North Carolina Triangle Chapter, Organization,Raleigh,North Carolina,United States
Imangi Studios, Mobile,Raleigh,North Carolina,United States
Insomniac Games, Developer,Raleigh,North Carolina,United States
Legendary Gameworks, Developer,Raleigh,North Carolina,United States
Limited Run Games, Publisher,Cary,North Carolina,United States
Mighty Rabbit Studios, Mobile,Cary,North Carolina,United States
Perfect Square Studios, Developer,Morrisville,North Carolina,United States
Personalized Learning Games, Developer,Durham,North Carolina,United States
Pixeljam, Developer,Asheville,North Carolina,United States
Prologue Games, Developer,Durham,North Carolina,United States
Puny Human, Developer,Morrisville,North Carolina,United States
Red Storm Entertainment (Ubisoft), Developer,Morrisville,North Carolina,United States
Saebo, Health,Charlotte,North Carolina,United States
Sanction Studios, Developer,Raleigh,North Carolina,United States
Solanimus, Developer,Fuquay Varina,North Carolina,United States
Spark Plug Games, Developer,Raleigh,North Carolina,United States
Squanch Games, Developer,Raleigh,North Carolina,United States
Stack-Up, Organization,Raleigh,North Carolina,United States
Virtual Heroes, Developer,Raleigh,North Carolina,United States
alchemedium, Developer,Pittsburgh,Pennsylvania,United States
Bit Bridge, Organization,Pittsburgh,Pennsylvania,United States
Dream Flight Adventures, Developer,Pittsburgh,Pennsylvania,United States
Electric Owl Studios, Developer,Pittsburgh,Pennsylvania,United States
igda Pittsburgh Chapter, Organization,Pittsburgh,Pennsylvania,United States
ImpactGames (Hybrid Learning Systems), Developer,Pittsburgh,Pennsylvania,United States
Infinite Fall, Developer,Pittsburgh,Pennsylvania,United States
Ludoko Studios, Mobile,Pittsburgh,Pennsylvania,United States
Mega Cat Studios, Developer,Pittsburgh,Pennsylvania,United States
Mojo Games Studios, Developer,Pittsburgh,Pennsylvania,United States
Retrotainment Games, Developer,Pittsburgh,Pennsylvania,United States
Schell Games, Developer,Pittsburgh,Pennsylvania,United States
Simcoach Games, Developer,Pittsburgh,Pennsylvania,United States
The Glory Society, Developer,Pittsburgh,Pennsylvania,United States
White Thorn Games, Publisher,Erie,Pennsylvania,United States
252 Games, Mobile,Philadelphia,Pennsylvania,United States
AMI Entertainment Network, Developer,Bristol,Pennsylvania,United States
BioStream Technologies, Health,Philadelphia,Pennsylvania,United States
Burning Sky Games, Developer,Philadelphia,Pennsylvania,United States
Cipher Prime Studios, Developer,Philadelphia,Pennsylvania,United States
Cleaversoft, Developer,Philadelphia,Pennsylvania,United States
Dark Tonic, Mobile,Wilkes-Barre,Pennsylvania,United States
Dynasty 11 Studios, Developer,Philadelphia,Pennsylvania,United States
eGames, Online,Langhorne,Pennsylvania,United States
Entrepreneurial Game Studio, Organization,Philadelphia,Pennsylvania,United States
Final Form Games, Developer,Philadelphia,Pennsylvania,United States
FLP Games, Mobile,Philadelphia,Pennsylvania,United States
Flyclops, Developer,Philadelphia,Pennsylvania,United States
Game Gurus, Mobile,Wilmington,Delaware,United States
Ghost Crab Games, Developer,Wilmington,Delaware,United States
Gossamer Games, Developer,Philadelphia,Pennsylvania,United States
Grimm Bros, Developer,Philadelphia,Pennsylvania,United States
